id,corpus,source,title,url,tier,retrieval,ratingStars,ratingCount,flourG,oatsG,fatG,sugarG,saltG,liquidG,bakingPowderG,bakingSodaG,nutsG,eggG,toppingG,fruitG,basisG,oatFractionPct,fatPct,sugarPct,sugarBrownPct,saltPct,liquidPct,bakingPowderPct,bakingSodaPct,nutsPct,dish,areaCm2,loadGPerCm2,fruitToToppingRatio,ovenC,bakeMinutes,restMinutes,prebakeFruit,butterState,sodaToAcidLiquid,acidLiquidG,inferredFields,excluded,exclusionReason,flags,notes
cobbler-ouac-peach,cobbler-a,Once Upon a Chef,Best Peach Cobbler,https://www.onceuponachef.com/recipes/peach-cobbler.html,T1,direct,4.91,101,125,0,71,75,2.85,160,5,1.15,0,0,440,1360.8,125,0,56.8,60,0,2.28,128,4,0.92,0,9-in square / 2.5 qt,529,0.832,3.09,190,42.5,60,false,cold,0.00719,160,,false,,"HIGHEST-RATED cobbler in the survey (4.91 from 101 ratings); at 128 liquid per 100 flour this is a DROP BATTER, not a dough — the headnote calls it a biscuit topping while the method calls it 'the batter'; only 1 of 240 comments ships in the HTML, behind a Load More — that thread is effectively unreadable",
cobbler-ouac-blueberry,cobbler-a,Once Upon a Chef,Easy Blueberry Cobbler,https://www.onceuponachef.com/recipes/blueberry-cobbler.html,T1,direct,4.84,54,187.5,0,113.6,75,4.28,240,7,1.15,0,0,628.5,592,187.5,0,60.59,40,0,2.28,128,3.73,0.61,0,8-in square / 2 qt,400,1.571,0.94,190,40,17.5,false,cold,0.00479,240,,false,,"numerically identical to the same author's apple cobbler — one formula, not two",
cobbler-smitten-cornmeal,cobbler-a,Smitten Kitchen,Cornmeal Drop Biscuit Peach Blueberry Cobbler,https://smittenkitchen.com/2010/07/cornmeal-drop-biscuit-peach-blueberry-cobbler/,T1,direct,,,127.1,0,42.6,39.9,1.43,120,6,0,0,0,337.1,976.4,127.1,0,33.51,31.41,31.41,1.12,94.39,4.72,0,0,2-qt ovenproof,452,0.746,2.9,218,22.5,,false,cold,0,120,,false,,"the author INVITES doubling the topping — 'there can never be enough biscuit topping, go ahead and double what is suggested below'. Its light load (0.747 g/cm2) is therefore an acknowledged choice, not a neutral data point.; all 310 comments ship in the HTML — the most readable thread in the survey","Source of the strongest evidence that 'more topping' is preference rather than defect: 16 of 310 commenters doubled it, none called the published amount an error, and two reported the doubled version was worse."
cobbler-ka-individual-berry,cobbler-a,King Arthur Baking,Individual Berry Cobblers,https://www.kingarthurbaking.com/recipes/individual-berry-cobblers-recipe,T1,direct,,,180,0,74,67,2.14,74,6,2.3,0,0,405.4,432,180,0,41.11,37.22,0,1.19,41.11,3.33,1.28,0,four 2/3-cup ramekins,201,2.017,1.07,190,27.5,15,false,cold,,0,,true,Ramekin area (201 cm2) is the single most unreliable geometric inference in the survey and produces the 2.018 g/cm2 outlier that topped the load range. Excluding it moves the cobbler load median only from 0.846 to 0.845 but shrinks the range from 0.626-2.018 to 0.626-1.574.,"HIGHEST soda load in the corpus (1.33 per 100 flour) with NO dairy acid at all — balanced by Bakewell Cream, so the soda:buttermilk test is inapplicable rather than failed; the ONLY category-(a) source instructing mounds 'close together' — directly contradicting the steam-venting rationale every other source invokes, and nobody addresses the conflict",
cobbler-butter-book,cobbler-a,The Butter Book,Fruit Cobbler with Cornmeal Biscuit Topping,https://www.thebutterbook.com/post/fruit-cobbler-with-cornmeal-biscuit-topping,T1,direct,,,170,0,85,50,1.5,140,8,2,0,0,456.5,1800,170,0,50,29.41,0,0.88,82.35,4.71,1.18,0,2.5-qt,565,0.808,3.94,180,52.5,30,false,cold,0.01429,140,,false,,"EXCEEDS the soda ceiling at 0.01429 — one of only three sources in the survey to do so, and they fail every candidate ceiling between 0.0089 and 0.0117; ALMOND FLOUR is 32% of the flour basis and contributes no gluten, so its per-100-flour figures are not commensurable with the wheat recipes; offers 'buttermilk OR plain yogurt' interchangeably at 140 g — these differ materially in titratable acidity, so the flagged ratio is only defined on the buttermilk reading",The ONLY source in the entire survey that chills the shaped mounds before baking — 30 minutes to an hour — which is a direct mitigation for the spread this model used to penalise heavily.
cobbler-tori-avey,cobbler-a,Tori Avey,Drop Biscuit Cobbler,https://toriavey.com/drop-biscuit-cobbler/,T1,direct,4.72,7,187.5,0,85.2,50,1.9,180,8,2.3,0,0,514.9,1071,187.5,0,45.44,26.67,0,1.01,96,4.27,1.23,0,9x9,529,0.973,2.08,177,37.5,60,false,cold,0.01278,180,kosher salt: Diamond Crystal ~2.8 g/tsp vs Morton ~4.8 g/tsp — a 1.7x spread. Midpoint used; the true value could be either end.,false,,EXCEEDS the soda ceiling at 0.01333 — one of three in the survey,"Mixes 'until the dry ingredients are just moistened, about 8-10 strokes' — a stroke-count tenderness control found nowhere else."
cobbler-bon-appetit-blueberry,cobbler-a,Bon Appetit,Blueberry-Drop Biscuit Cobbler,https://www.justapinch.com/recipes/blueberry-drop-biscuit-cobbler.html,T2,two-independent-reprints,,,187.5,0,85.2,37.5,1.9,0,6,0,0,0,318.1,907.2,187.5,0,45.44,20,0,1.01,0,3.2,0,0,8x8x2 glass,400,0.795,2.85,190,47.5,,false,cold,,0,kosher salt: Diamond Crystal ~2.8 g/tsp vs Morton ~4.8 g/tsp — a 1.7x spread. Midpoint used; the true value could be either end. | creme fraiche: no factor for creme fraiche/tbsp,false,,"bonappetit.com blocked — reconstructed entirely from reprints plus one search-returned directions excerpt; the topping is TORN INTO 'quarter-size crumbles' and scattered, not dropped in mounds — closer to a crumble geometry despite the recipe title",
cobbler-savory-nothings,cobbler-a,Savory Nothings,Strawberry Cobbler,https://www.savorynothings.com/strawberry-cobbler/,T1,direct,5,5,187.5,0,75.7,50,1.43,120,8,0,0,0,442.7,907.2,187.5,0,40.39,26.67,0,0.76,64,4.27,0,0,2-qt casserole,452,0.979,2.05,204,50,30,false,cold,0,120,,false,,"THE ONLY TWO-TEMPERATURE SCHEDULE in the entire 30-source cobbler corpus, and it DESCENDS: 400F for 15 min, then 350F for 30-40. Everything else that looks multi-stage is a constant-temperature fruit pre-bake. This is the sole precedent for a descending finish.",
cobbler-getty-stewart,cobbler-a,Getty Stewart,Berry Cobbler with Sweet Biscuit Topping,https://www.gettystewart.com/berry-cobbler-with-sweet-biscuit-topping/,T1,direct,5,4,125,0,56.8,25,0,120,4,0,0,0,330.8,840,125,0,45.44,20,0,0,96,3.2,0,0,"9x9, sides at least 2 in",529,0.625,2.54,190,47.5,30,false,cold,0,120,,false,,LIGHTEST topping in the cobbler corpus (331 g); no salt and no soda at all,"The only source that says to FLATTEN the mounds slightly — and for the opposite reason to everyone else's spacing advice: to prevent underbaking, not to vent steam. Also gives the clearest etymology in the corpus."
cobbler-beyond-kimchee,cobbler-a,Beyond Kimchee,Old-Fashioned Peach Cobbler,https://www.beyondkimchee.com/old-fashioned-peach-cobbler/,T1,direct,5,9,120,0,85,65,2.85,80,4,0,0,50,406.9,790,120,0,70.83,54.17,0,2.38,66.67,3.33,0,0,10-in cast iron / 2.5 qt,507,0.802,1.94,204,35,,false,cold,,0,,false,,HIGHEST butter in the cobbler corpus (70.8 per 100 flour); one of very few cobbler toppings containing egg,
batter-atk-easy-blueberry,cobbler-c,America's Test Kitchen,Easy Blueberry Cobbler,https://www.americastestkitchen.com/recipes/9659-easy-blueberry-cobbler,T1,direct,,,170,0,113.6,50,0,517,0,0,0,0,850.6,283,170,0,66.82,29.41,0,0,304.12,0,0,0,13x9,759,1.121,0.33,177,35,10,false,melted,,0,,false,,"BATTER COBBLER — poured, fruit sprinkled on top. Excluded from the biscuit medians.; SUSPICIOUS FRUIT QUANTITY: 283 g of blueberries in a 13x9 gives fruit:topping of 0.33, the lowest in the whole survey. Verify before use.; sugar is understated here: the condensed milk carries roughly 218 g more","Effectively a cake with fruit on it. The texture description reported in an earlier pass was the retrieval layer's PARAPHRASE, not a quotation, and is not repeated here."
batter-ka-fresh-fruit,cobbler-c,King Arthur Baking,Fresh Fruit Cobbler,https://www.kingarthurbaking.com/recipes/fresh-fruit-cobbler-recipe,T1,direct,,,120,0,28,198,2.85,28,4,0,0,100,480.9,454,120,0,23.33,165,0,2.38,23.33,3.33,0,0,9-in square / 2.5 qt,529,0.909,0.94,190,30,,false,softened,,0,,false,,"BATTER poured into the pan with the FRUIT PLACED ON TOP — a self-inverting cake, not a cobbler in the drop-biscuit sense; sugar at 165 per 100 flour is 5x the biscuit-cobbler median of 30",The batter is meant to 'rise up and over the fruit as it bakes' — partial dispersion achieved by buoyancy rather than by mixing. This is the closest thing in the corpus to a fruit-dispersion mechanism.
batter-magic-cobbler,cobbler-c,folk canon,Magic Cobbler,https://www.cooks.com/recipe/qy8qx5j7/magic-cobbler.html,T3,search-summary,,,125,0,113.6,200,0,180,0,0,0,0,618.6,210,125,0,90.88,160,0,0,144,0,0,0,,,,0.34,177,35,,false,melted,,0,,true,"Weakest source in the survey: folk canon, no named author, reconstructed from a search summary, no pan size. Recorded only to bound the batter-cobbler range.","THE INVERSION IS REAL BUT ITS EXPLANATION IS NOT SOURCED. Butter goes in the pan, batter poured over unstirred, fruit on top unstirred; the layers change places during the bake. Every online account of the physics traces to content farms agreeing with each other and citing nothing.","The inversion has a place-name-level trace: one etymology for 'sonker' is a dialect form of 'sinker', because the fruit sinks through the batter. That predates the internet by two centuries. The competing Scots etymology (sonker = grassy knoll) is at least as well supported — do not treat 'sinker' as settled."
sonker-rockford,sonker,Rockford General Store / Garden & Gun,"Sonker, rolled pastry",https://gardenandgun.com/recipe/following-the-sonker-trail/,T1,direct,,,531.3,0,76.9,0,0,270,0,0,0,0,878.1,0,531.3,0,14.47,0,0,0,50.82,0,0,0,"10x12x2.5 in (per pan, of two)",774,1.135,,177,40,,false,shortening,,0,shortening: No published factor was available; 205 g/cup is an estimate.,false,,"THE DRIEST TOPPING IN THE ENTIRE SURVEY at ~51 parts liquid per 100 flour — and it gets its rollability from VERY LOW FAT (14.5 vs a cobbler median of 45), not from low water. Combined liquid+fat is 65 against a cobbler median around 123.; This record is why the model's claim that rollable pastry lives at 22-35% hydration is wrong: the rolled-pastry sonker sits INSIDE the dough cluster.; fruit quantity NOT STATED — 'fruit filling of choice'",
sonker-pastry-chef-online,sonker,Pastry Chef Online,Sweet Potato Sonker with milk dip,https://pastrychefonline.com/sweet-potato-sonker-recipe/,T1,direct,,,250,0,113.6,71,5.7,170,12,0,0,0,622.3,1000,250,0,45.44,28.4,28.4,2.28,68,4.8,0,0,1.5-qt oval,339,1.836,1.61,190,57.5,,true,cold,,0,,false,,"THE MILK DIP IS A DELIBERATE LATE-STAGE RE-WETTING — about 1/2 cup poured over at the 40-minute mark, then 15-20 minutes more. It is the exact inverse of steam venting, and any sog-resistance term inherited from the cobbler axis penalises this source for doing the thing it is trying to do.","Rolled to 1/4 inch and VENTED for steam escape, with strips lining the dish sides. Calls its own dough a 'Sweet Biscuit Dough', not a pastry."
sonker-spiral-bound,sonker,Spiral Bound Foodie,"Vintage Appalachian Sonker, poured batter",https://www.spiralboundfoodie.com/blogs/recipes/vintage-sonker-cobbler-recipe,T1,direct,,,125,0,113.6,100,2.85,120,6,0,0,0,467.5,560,125,0,90.88,80,0,2.28,96,4.8,0,0,1.5-qt,339,1.379,1.2,177,37.5,,true,melted,,0,,false,,BATTER poured over HOT pre-baked fruit — the fruit is cooked 30 minutes first,"The richest sonker texture language in the corpus, and it explicitly rejects the crisp/crumble/biscuit target rather than approximating it."
